Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she reads changes.","As a software engineer, he/she reads changes.",0,1,0,0,,,,,,,
"As a software engineer, she reads changes.","As a software engineer, he reads changes.",0,0,0,1,,,,,,,
"As a software engineer, she reads changes.","As a software engineer, he reads changes.",0,0,0,1,,,,,,,
"As a software engineer, she reads changes.","As a software engineer, he reads changes.",0,0,0,1,,,,,,,
"As a software engineer, she reads changes.","As a software engineer, he reads changes.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/reviews code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he/she reads/evaluates code.",0,1,0,0,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she reads/reviews code.","As a software engineer, he reads/evaluates code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he or she releases versions of code.",0,0,1,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he/she publishes code versions.",0,1,0,0,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he releases versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes code versions.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she releases code versions.","As a software engineer, he publishes versions of code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he/she deletes dead code.",0,1,0,0,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he deletes dead code.",0,0,0,1,,,,,,,
"As a software engineer, she removes dead code.","As a software engineer, he removes dead code.",0,0,0,1,,,,,,,
